date,city,permit_type,permit_number,address,description
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-146496 PP,11922 SKY WEST DR,New Irrigation Installation
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151235 EP,1818 1/2 SIMOND AVE,Thoroughfare Sign A on south elevation
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-101987 PP,2604 MARKET GARDEN LN,New inground swimming pool w/ reqd enclosure device for existing 1-story single family residence.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-149905 EP,612 SHERATON AVE,EVC Installation
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-143548 EP,13100 MILL STONE DR,Installation of an in-ground pool spa pool & spa coping and equipment pad.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-150078 EP,6024 RANDLEMAN DR,Hill - 39-11430 - Install new 5.11kW rooftop solar system to existing residential only using backfed breaker.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-149350 EP,6802 MONTANA ST,500 amp rack mounted service for 6802 Montana St  *Rack will mount 3 meters for BLDG 12 & 3 BLDG 1 - 2025 062530 EP BLDG 2 - 2025 062531 EP BLDG 3 - 2025 062532 EP
2025-12-01T00:00:00.000,Austin,Building Permit,2025-014001 BP,3210 ROGGE LN,28 x 28 playground shade structure as part of the comprehensive replacement of existing elementary school  PuPR2
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149885 BP,9120 BURNET RD UNIT 150,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office/Warehouse. Work to include subdividing Existing Interior into Multiple Suites and New Overhead Doors at Warehouse (29365 SF)
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-149942 EP,12911 PEGASUS ST,EVC Installation
2025-12-01T00:00:00.000,Austin,Building Permit,2025-152047 BP,3529 ORTMAN DR,Express- Foundation Repair- Installing exterior and 10 interior pilings.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-145815 BP,3304 FOSTER LN,express - replace 3 windows like for like
2025-12-01T00:00:00.000,Austin,Building Permit,2025-152459 BP,1409 SUMMER CREEK DR BLDG A,EXPRESS: Remove and recycle siding windows and doors. Install new windows siding and doors. All replacements will be exact measurements as current.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149929 BP,10037 MENCHACA RD BLDG 2,ePlan: Commercial Expedited Review- Renovation to an Existing warehouse Structure fore New Food Service and Wellness (North Bldg).
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-103772 MP,2722 TETHER TRL,Interior remodel  interior renovation of lower including remodel of 2 bathrooms new windows and exterior doors will be installed in new rough rough openings mechanical equipment will be replaced with 2 new units
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-125373 MP,507 PRESSLER ST UNIT 900,Interior non-structural remodel to create a new fitness studio. No change in use or occupancy. Scope includes architectural demolition and MEP work for Suite 900
2025-12-01T00:00:00.000,Austin,Building Permit,2025-152405 BP,10905 LONG SUMMER DR,Express: foundation repair
2025-12-01T00:00:00.000,Austin,Building Permit,2025-147798 BP,14216 CANYON TRL,Express: Foundation Repair
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150431 PP,11907 RUSTLE LN,New Irrigation install
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151129 EP,6501 W WILLIAM CANNON DR BLDG F,Provide additional power for F2541. Provide and install 2-new 2pole 15a breakers in panel FP47.  provide and install a 30a non-fused disconnect.  Provide and install 3KVA transformer to feed wiremold along with 3-1 pole 20a breakers and 2 -10-20r receptacles.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-151187 BP,2101 STAMFORD LN,Express- Foundation repair
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146771 EP,1903 E 20TH ST UNIT 202,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-138181 EP,2507 INWOOD PL,New construction of a new 2-Story Single Family Res. [5 bed 5.5bath]  with pergola front & rear patio Attached Garage.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-150833 EP,2700 RIVERCREST DR,Installation of 24.38kw Solar PV system with Battery Backup.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-142248 BP,3107 OAK CREEK DR,Remodel an Operation Room add a new scrub sink and replacement of the existing doors of the other two Operation Rooms.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150324 PP,3204 PINECREST DR,Replacement of an existing water heater installing like/like g water heater
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146792 EP,1903 E 20TH ST UNIT 301,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-147288 EP,9905 N LAMAR BLVD,Autzone. 9905 N Lamar Blvd. Southwest Elevation. Install one new LED channel letter set.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148508 EP,1709 EVA ST,upgrading an overhead service from a 125amp to a 200 amp service
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146799 EP,1903 E 20TH ST UNIT 304,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-013994 BP,3210 ROGGE LN,40 x 40 playground shade structure as part of comprehensive replacement of existing elementary school
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148510 EP,830 HARRIS AVE,Request to Disconnect  200 amp overhead service upgrade  whole house surge protection additional grounding  inter-system ground
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146789 EP,1903 E 20TH ST UNIT 204,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150089 BP,5218 MONARDA MINT DR,Fentress 2982-TR201-L New 2-Story Single Family Residence with (4) bedrooms (2.5) bathrooms Attached Garage Covered Porch Cafe & Loft
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2024-103353 PP,3701 HAMPTON RD,New Pool
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150579 PP,8700 CLARION CT,Replacement of an existing water heater 40-50 Gal Standard use tank water heater change out. 8700 Clarion Court Austin TX 78749
2025-12-01T00:00:00.000,Austin,Building Permit,2025-144231 BP,9107 CEDAR CREST DR,Partial demo of the structure exterior wall to install new windows and interior remodel throughout the interior structure. Interior walls removed per structural drawings. Slight relocation of electrical and some plumbing.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-123038 PP,1312 BRUTON SPRINGS RD,Addition - A new 1996 sf addition to an existing 2180 sf home. Project will include a 660sf covered terrace and a hot tub spa.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150338 PP,813 W OLTORF ST,New 2-story SFR with 4 bedrooms and 3 bathrooms and a attached single car garage with a guest suite above
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151244 EP,1818 1/2 SIMOND AVE,Thoroughfare Sign C on south awning
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-138076 PP,4107 JEFFERSON ST,New in-ground pool/spa with required enclosure (heater or autofill) removing portion of concrete flatwork/driveway
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150703 PP,11802 ACORN CREEK TRL,Fresh water line repair.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151237 EP,1818 1/2 SIMOND AVE,Thoroughfare Sign B on east elevation
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148480 EP,5851 E PARMER LN,Parmer Commons - Multi tenant Monument
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146765 EP,1903 E 20TH ST UNIT 201,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-105612 BP,610 CRIMSON VINEYARD DR,New Construction of Amenity Center.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-131316 BP,1201 PAYTON GIN RD,New two-story stand-alone competition gym with locker rooms and additional support spaces below.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146745 EP,1903 E 20TH ST UNIT 102,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2022-098485 PP,2403 OAK CREST AVE,Expedited Review - New Construction of [MODULAR]  2-Story Single Family Res.[4bed 4.5bath] with attached 2-car Carport
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150601 BP,8202 BRIARWOOD LN UNIT B,New 2-story duplex unit B 3 bed/2.5 bath attached garage covered porch and balcony
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-135703 EP,2806 SAN PEDRO ST,TEMPORARY BUILDING PERMIT ¿ Scope Of Work Is Limited To Construct a Slab on grade foundation and the rough plumbing and electrical. The building footprint is 4060.4 SF.
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-110106 MP,6308 PONCHA PASS,Replacement of complete existing central heat and air system with or without duct work
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146751 EP,1903 E 20TH ST UNIT 103,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146775 EP,1903 E 20TH ST UNIT 203,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-129065 BP,11807 KNOLLPARK DR,Express: Replace 5 windows and 4 doors (like for like)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-139751 BP,5410 DUVAL ST BLDG 2,BLDG 2: New Construction accessory pool.  no plumbing needed.
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-151075 MP,7610 SCENIC BROOK DR,Replacement of complete existing central heat and air system with or without duct work 1 system: 2 ton York two stage gas
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-090879 PP,2702 OAK HAVEN DR,New construction of pool with autofill and NG heater
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150010 BP,4103 W SLAUGHTER LN,New installation of light poles for existing public education
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-151754 MP,3309 RASPBERRY CV,Replacement of complete existing central heat and air system with or without duct work
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-150710 EP,9717 E US 290 HWY SVRD EB UNIT B,Installing 20.90 kW Solar System with 38 ALEXUS ALEX-550-W-144-S Solar Panels and 3 Goodwe GW7600A-ES inverters on a commercial building roof.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-151171 BP,1316 W BRAKER LN,Interior finish-out of retail shell.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146797 EP,1903 E 20TH ST UNIT 303,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-147761 BP,10317 ANAHUAC TRL,Express: Foundation repair
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-064010 PP,9009 GLENN LN,interior remodel sf res.  remodel living room  space. a showerr added to the 1/2 bath. a bedroom to be removed to make living room open. new hvac renew plumbing water system to be renewed. bathroom and kitchen renovations. renew electrical system. new windows moving 1 liviing room window.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-131043 BP,6801 ESTHER DR,RENOVATION OF KITCHEN AND LIVING SPACES REPLACEMENT OF EXTERIOR SIDING ADDITION OF FRONT PORCH REPLACEMENT OF BACK PORCH.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2019-213888 PP,1300 MC KIE DR BLDG 2,Building 2 Unit 21 & 22. New 2-story condominium duplex residence to have 5 bedrooms 5 bathrooms attached garage covered front porch and rear covered patio.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146730 EP,1903 E 20TH ST UNIT 101,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-131315 BP,1201 PAYTON GIN RD,Minor renovation of an existing classroom storage and lounge area into a PLC and special education support area. Demolition incudes removal of existing interior partitions and doors.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-071225 BP,6101 HIGHLAND CAMPUS DR BLDG 3000,Replacement of failing double doors within existing Building 3000; addition of card readers at three sets of doors; replacement of roof ladder with a new ladder on Building 3000.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-149883 EP,9120 BURNET RD UNIT 110,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office/Warehouse. Work to include subdividing Existing Interior into Multiple Suites and New Overhead Doors at Warehouse (29365 SF)
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-136928 EP,3008 DAVIS LN UNIT 220,Liquor Depot
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148701 EP,5301 MONARDA MINT DR,Home builders loop Ref: 2025-146387 EP
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-124137 EP,6500 PORTER ST,Temporary power pole Ref 2025-080322 BP
2025-12-01T00:00:00.000,Austin,Building Permit,2025-131314 BP,1201 PAYTON GIN RD,Minor renovation of a gymnasiums flooring; demolition includes removal of the existing hardwood flooring finish assembly.
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-145208 MP,1409 BRIARCLIFF BLVD,Enclose existing attached cartport with 2 walls and  level up foundation to the match the existing house foundation level. Engineering included in the application for bracing exterior walls and foundation.  Add a full bathroom and closet. add 4 ducts of HVAC 2 windows electric and plumbing job to convert it to a bedroom. No changes to the exsting roof.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-083508 BP,3227 E 5TH ST,access control - installing electronic locks.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149884 BP,9120 BURNET RD UNIT 130,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office/Warehouse. Work to include subdividing Existing Interior into Multiple Suites and New Overhead Doors at Warehouse (29365 SF)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-151418 BP,9622 BREEZE HILL DR,New SFR 2-story 4 bedroom 3 bath with attached 2 car garage covered front porch and covered rear patio
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149702 BP,7320 BURNET RD,Demolition of the Car Wash Building (approx. 6091 sq ft) and the Self-Serve Car Wash Building (approx. 6342 sq ft) constructed circa 1967 SP-2024-0050C - Approved ...
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-020731 EP,10202 EPSILON WAY,4642  (Berkley) G - Right - New Condo - With 5 or 6 bedroom option 5.5 bathrooms Covered Patio and Covered Porch with a 3rd car attached Garage. Building Height: 27 - 8 29/128. Maximum Height: 30. Required FFE: 1052.09 - above MSL. Site Plan#: SP-2020-167086 Site Plan# Pending: SP-2020-0388C. Expiration Date: N/A
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-084826 MP,806 E 31ST ST BLDG 1,ePlan: Residential Expedited Review : New three unit residential Building 1: New construction of a 3-Story Single Family Res. [3bed 3.5bath] with Attached Garage
2025-12-01T00:00:00.000,Austin,Building Permit,2025-148366 BP,7109 ALEGRE PASS,Express: Foundation Repair
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150865 PP,602 MEADOW LEA DR,Replacement of an existing water heater 602 Meadow Lea Dr: will replace existing water heater with a new water heater
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-149883 PP,9120 BURNET RD UNIT 110,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office/Warehouse. Work to include subdividing Existing Interior into Multiple Suites and New Overhead Doors at Warehouse (29365 SF)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-099980 BP,6400 FM 969 RD,Demolition of an approximately 23066-sf Office Building Circa 1973  SMART HOUSING ...
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-147351 MP,3311 RED RIVER ST,Interior and exterior remodel to existing multifamily
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-113031 PP,2909 BALFOUR FALLS LN,New pool and spa concrete deck equipment pad
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-109319 MP,1606 CEDAR AVE,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [4bed 3.5bath] with Attached Garage. Bldg 1
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149928 BP,10037 MENCHACA RD BLDG 1,ePlan: Commercial Expedited Review- Renovation and Addition to Existing Warehouse Structure for New Food Service. (South Bldg).
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-109320 MP,1606 CEDAR AVE BLDG 2,ePlan: Residential Expedited Review - New construction of a 2-Story Single Family Res. [2bed 2.5bath]. Bldg 2
2025-12-01T00:00:00.000,Austin,Building Permit,2025-139766 BP,2017 BLUEBONNET LN,It is recommended that one hundred (100) piers be installed
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148703 EP,5303 MONARDA MINT DR,Home builders loop Ref: 2025-146373 EP
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-076412 PP,1204 SINGLETON AVE,Cap off water and waste water for relocation
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150947 PP,4621 STEED DR,Replacement of an existing water heater Installing like/like G water heater.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-151909 PP,13304 UNDERBANK RD,Plumbing for New SFR in ETJ (sq ft 2595)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149112 BP,13117 DEARBONNE DR,Express- Foundation Repair
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-148488 MP,2605 HARLEYHILL DR,Express - Full HVAC system replacement: gas furnace and condenser unit
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-147277 EP,9905 N LAMAR BLVD,Autozone. 9905 N Lamar Blvd. Install two LED channel letter sets  separate elevations.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-081149 EP,5775 AIRPORT BLVD,Wall sign for Mr. King Business
2025-12-01T00:00:00.000,Austin,Building Permit,2025-152382 BP,4800 SPRING MEADOW CV,EXPRESS: Replacement of baseboards floorboards and drywall.  Leveling and repaving of walkway in front door and portions of the driveway. Grouting of foundation skirt. Door frame repair. Leveling of AC unit and exterior siding repair. Ensure electrical work that was performed in the past is in accordance with code requirements.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-152396 BP,404 HAMMACK DR,Express: foundation repair
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-151263 PP,5809 SANDALWOOD HOLW,Running gas line for 24 KW Generator  Electrical permit 2025-151621 EP
2025-12-01T00:00:00.000,Austin,Building Permit,2025-138691 BP,1317 SWEET BARK ST,New two-story SFR (4br/3.5ba) with attached garage and covered patio *PRODUCTION BUILDER- CONDO*
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-150935 EP,8700 SHOAL CREEK BLVD,The Oakmont - Blade Sign
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-084828 MP,806 E 31ST ST BLDG 3,ePlan: Residential Expedited Review : New three unit residential Building 3: New construction of a 3-Story Single Family Res. [4bed 4bath] with Attached Carport
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150738 BP,9111 CIRCUIT OF THE AMERICAS BLVD,TEMPORARY BUILDING PERMIT scope of permit is limited to foundation and all underground slab utilities for MF-7
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-151899 PP,2703 DERWENT DR,New Construction Plumbing 2595 sq. ft. ETJ
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150600 BP,8202 BRIARWOOD LN UNIT A,New 2-story duplex unit A 3 bed/2.5 bath attached garage covered porch and balcony
2025-12-01T00:00:00.000,Austin,Electrical Permit,2024-003457 EP,7051 MEADOW LAKE BLVD BLDG 16,New Construction of Multi-Family Bldg. #16
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148683 EP,3104 SWEET AUTUMN CV,Temp construction loop
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150549 PP,7921 ADELAIDE DR,REPLACING GAS TANK-STYLE WATER HEATER TO TANKLESS GAS WATER HEATER
2025-12-01T00:00:00.000,Austin,Building Permit,2025-011729 BP,1000 ELM ST,Interior remodel. Remodel existing noncomplying 2-story accessory structure with habitable attic. New siding and replace roof. Remove unpermitted kitchenette. Reconfigure access to habitable attic. Repair exterior staircase.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-148638 PP,1900 W 37TH ST,Cap off water and wastewater
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150076 PP,6604 SCRUB OAK LN,Replacement of an existing water heater Standard 40 Gal Electric water heater change out   6604 Scrub Oak Lane #a Austin TX 78759 US
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151019 EP,10109 SWAN VALLEY LN,EV Charger installation
2025-12-01T00:00:00.000,Austin,Building Permit,2025-151983 BP,1102 OLIVE ST,Express- Uninstall 8 existing window and replace with 8 new windows of same size; like for like
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150329 BP,1516 TREADWELL ST UNIT A,Express- Foundation Repair
2025-12-01T00:00:00.000,Austin,Building Permit,2025-141872 BP,1631 WOODLAND AVE,Express: replace 2 windows (like for like)
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-150941 EP,11214 TRACTON LN,Installing outlet for tankless water heater
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-147198 PP,4900 MUELLER BLVD,we are replacing damaged solar water heating panels on the dells childrens hospital the previous damage was by hail stones
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-145804 EP,1517 MAIER DR,Express- conduct fire remediation including: electrical framing roofing drywall flooring and insulation. Studs around back door need to be replaced. some truces need to be reinforced )not rebuilt) some drywall in master bedroom need to be replaced and some misc patches. Back door and 1 window need replaced. A couple of outlets and light fixtures need replacement
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-136662 EP,6901 DUQUESNE DR,150-amp overhead service rebuild
2025-12-01T00:00:00.000,Austin,Building Permit,2025-139748 BP,5410 DUVAL ST BLDG 1,BLDG 1:  New 2-story residence with attached 1-car garage 4 bedroom 3.5 bath breezeway to guest bedroom.  Part of 2-unit use.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-151216 BP,503 E MARY ST BLDG 2,BLDG 2: New wood framing ADU and 11-0 x 22-0 pool at the backyard of existing home. ADU will include one unconditioned powder room one full bath a small kitchen and living space.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-134394 PP,10904 CUT PLAINS LOOP,In ground gunite pool and concrete deck.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149883 BP,9120 BURNET RD UNIT 110,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office/Warehouse. Work to include subdividing Existing Interior into Multiple Suites and New Overhead Doors at Warehouse (29365 SF)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-150230 BP,8417 PANADERO DR,Express: Foundation repair
2025-12-01T00:00:00.000,Austin,Building Permit,2025-148439 BP,3025 FLEET DR,express - foundation repair
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-149152 EP,11608 LEAPWOOD PL,24kW whole home generator (Natural Gas) connected to house meter and main panel. Austin Energy disconnect required. (Kia Biller)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-152044 BP,6200 PARLIAMENT DR,Express- Foundation Repair
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-146796 EP,1903 E 20TH ST UNIT 302,Replace aged out Federal Pacific interior sub panel. No meter work required at this time
2025-12-01T00:00:00.000,Austin,Building Permit,2025-142103 BP,6410 FM 969 RD,ePlan: Commercial Expedited Review - [ APPROVED] [SMART HOUSING] New Construction of Multi Family Bldg (56251SF).
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149500 BP,4400 SHOAL CREEK BLVD,ATT is proposing to install on tower: (1) Mount modification per plans attached (3) Rosenberger antennas (3) Ericsson antennas (3) Ericsson radios. Ground scope of work: (4) DC rectifiers (5) DC converters (1) Battery rack (8) 190AH batteries (6) DC breakers. No change of tower height nor ground disturbance.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-139749 BP,5410 DUVAL ST BLDG 2,BLDG 2: New 2-story residence with attached 1-car carport 3 bedroom 2.5 bath. Part of 2-unit use.
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-115668 MP,12221 N MOPAC EXPY SVRD NB,Interior Renovation of an Existing Ct Room 840 Sf - For New Ct Equipment Finishes Millwork And Lighting
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-080314 PP,5908 MOUNTAINCLIMB DR,Addition/ interior remodel of existing 2-story single-family residential to include: 1st story addition of living room kitchen shop (external access) rear screened porch and rear covered wood deck; complete interior remodel of both floors. 2nd story addition to include: new 55 sqft mechanical room.  .
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151176 EP,4303 LESLIE AVE,Install 4.14kW rooftop solar
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-148031 PP,1615 ELMIRA RD,Express: Replace 550 sq.ft. of siding on the back side of home; tub to shower conversion in hallway bathroom
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-148696 EP,5216 MONARDA MINT DR,Home builders loop Ref: 2025-146403 ep
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-150250 MP,4010 LONG CHAMP DR UNIT 23,Replacement of complete existing central heat and air system with or without duct work Upstairs Attic.
2025-12-01T00:00:00.000,Austin,Electrical Permit,2025-151017 EP,2300 WHITESTONE DR,EV Charger installation
2025-12-01T00:00:00.000,Austin,Building Permit,2025-131313 BP,1201 PAYTON GIN RD,Minor renovation of an existing classroom and student mental health center into areas serving an LHMP office student mental health center community in schools parent support specialist sped support and storage. Demolition includes removal of existing interior partitions doors windows millwork and plumbing fixtures.
2025-12-01T00:00:00.000,Austin,Driveway / Sidewalks,2025-052151 DS,1613 BERENE AVE,Construct new sidewalk of 140 LF.
2025-12-01T00:00:00.000,Austin,Driveway / Sidewalks,2025-147619 DS,5410 SHOAL CREEK BLVD,Construct new driveway approach of 14 FT.  No sidewalk inspection per plan review.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150586 PP,4407 WALHILL LN,Replacement of an existing water heater Standard 50 Gal Electric Water Heater  4407 Walhill Ln Austin TX 78759
2025-12-01T00:00:00.000,Austin,Electrical Permit,2024-003456 EP,7051 MEADOW LAKE BLVD BLDG 15,New Construction of Multi-Family Bldg. #15
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-143954 PP,12002 DRY CATTAIL DR,irrigation for lawn
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150580 PP,10616 FINSBURY DR,Replacement of an existing water heater Standard 40 Gal Natural Gas water heater change out   10616 Finsbury Drive Austin TX 78748
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-149884 PP,9120 BURNET RD UNIT 130,ePlan: Commercial Expedited Review - Interior Remodel to Existing Office/Warehouse. Work to include subdividing Existing Interior into Multiple Suites and New Overhead Doors at Warehouse (29365 SF)
2025-12-01T00:00:00.000,Austin,Building Permit,2025-147727 BP,3309 STARDUST DR,New 1-story 5 bedroom 4 bathroom single family residence with attached garage covered front porch and rear covered patio.
2025-12-01T00:00:00.000,Austin,Building Permit,2025-148949 BP,1178 GRAHAM ST,express - replace front door same size convert tub to a walk-in shower replace HVAC system replace water heater
2025-12-01T00:00:00.000,Austin,Building Permit,2025-149118 BP,6009 PARLIAMENT DR,Express: Foundation repair
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-152068 MP,11301 LAKELINE BLVD BLDG 8 UNIT 114,We are going to installed a vent hood  ref 2025-063147 MP
2025-12-01T00:00:00.000,Austin,Mechanical Permit,2025-130408 MP,801 OAKLAND AVE,INTERIOR REMODEL KITCHEN AND BATHROOM. RESTORE WINDOWS. NEW FRONT AND BACK DOOR TO MATCH EXISTING HISTORIC STYLE. REMOVE WALL IN BEDROOM 2 AND ADD NEW CLOSET. REMOVE WINDOW AT REAR OF BEDROOM 2. REPLACE FRONT PORCH FOUNDATION AND STAIRS WITH NEW CONCRETE TO MATCH EXISITNG.
2025-12-01T00:00:00.000,Austin,Plumbing Permit,2025-150936 PP,11214 TRACTON LN,Installing a Tankless G water heater.
