permit_number,address,type,value
2025-062528 MP,"2710 THRESH RD UNIT 1B, Austin, TX",Mechanical Permit,$127692
2024-002120 MP,"16528 N IH 35 SVRD SB, Austin, TX",Mechanical Permit,$93567
2025-045891 MP,"11104 CROSSBEAM DR UNIT 3A, Austin, TX",Mechanical Permit,$296391
2025-136809 BP,"4317 CAMACHO ST, Austin, TX",Building Permit,$157060
2025-042644 MP,"2708 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$147543
2025-124957 PP,"2615 SPRING LN, Austin, TX",Plumbing Permit,$94966
2025-135116 EP,"9300 WESTMINSTER GLEN AVE, Austin, TX",Electrical Permit,$116653
2025-139722 PP,"4707 RIBBECKE AVE, Austin, TX",Plumbing Permit,$137803
2025-105447 MP,"6407 ORANGE BLOSSOM WAY, Austin, TX",Mechanical Permit,$244971
2025-044062 MP,"2708 RANCHERO RD UNIT 3B, Austin, TX",Mechanical Permit,$145170
2025-141465 BP,"5710 WELLINGTON DR, Austin, TX",Building Permit,$299786
2025-142243 BP,"7301 METRO CENTER DR BLDG 15 UNIT 150, Austin, TX",Building Permit,$90744
2025-138551 PP,"2923 PECAN SPRINGS RD, Austin, TX",Plumbing Permit,$284697
2025-042632 MP,"2706 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$240392
2023-130028 PP,"3211 E HOWARD LN BLDG 2, Austin, TX",Plumbing Permit,$268695
2025-138327 EP,"6064 ABILENE TRL, Austin, TX",Electrical Permit,$50477
2023-130034 PP,"3211 E HOWARD LN BLDG 8, Austin, TX",Plumbing Permit,$71921
2025-045892 MP,"11104 CROSSBEAM DR UNIT 3B, Austin, TX",Mechanical Permit,$122405
2025-125709 PP,"9309 BOATHOUSE DR, Austin, TX",Plumbing Permit,$206952
2023-130027 PP,"3211 E HOWARD LN BLDG 1, Austin, TX",Plumbing Permit,$246652
2025-032080 PP,"11507 PRAIRIE HEN LN, Austin, TX",Plumbing Permit,$106528
2025-124176 DS,"2500 PARAMOUNT AVE, Austin, TX",Driveway / Sidewalks,$87143
2025-063757 MP,"2702 RANCHERO RD UNIT 1A, Austin, TX",Mechanical Permit,$85433
2025-037630 MP,"2706 RANCHERO RD UNIT 1B, Austin, TX",Mechanical Permit,$221616
2025-137731 EP,"1734 HARLIQUIN RUN, Austin, TX",Electrical Permit,$140346
2025-139441 EP,"6111 N FM 620 RD BLDG A UNIT 200, Austin, TX",Electrical Permit,$192719
2025-105521 PP,"11703 BARRINGTON WAY, Austin, TX",Plumbing Permit,$127480
2025-044174 MP,"2700 THRESH RD UNIT B, Austin, TX",Mechanical Permit,$116454
2025-063737 PP,"7011 WOODFORD WAY, Austin, TX",Plumbing Permit,$178050
2025-136881 PP,"4611 BANISTER LN, Austin, TX",Plumbing Permit,$58121
2024-041739 PP,"1500 RED RIVER ST, Austin, TX",Plumbing Permit,$211402
2025-140784 EP,"4530 CLAWSON RD BLDG 1, Austin, TX",Electrical Permit,$295007
2025-119048 PP,"8027 EXCHANGE DR, Austin, TX",Plumbing Permit,$218294
2025-141841 MP,"6219 OAKCLAIRE DR, Austin, TX",Mechanical Permit,$148620
2025-140599 EP,"3708 NORTHFIELD RD, Austin, TX",Electrical Permit,$140988
2025-138623 BP,"12500 DESCANSO CIR, Austin, TX",Building Permit,$283256
2025-106952 MP,"8700 BASIL HAYDEN LN, Austin, TX",Mechanical Permit,$52454
2025-131181 PP,"7100 N IH 35 SVRD SB, Austin, TX",Plumbing Permit,$152260
2025-142581 BP,"6104 GINITA LN, Austin, TX",Building Permit,$113731
2003-011539 BP,"8427 ADIRONDACK TRL, Austin, TX",Building Permit,$243808
2025-143025 BP,"4140 GOVERNORS ROW, Austin, TX",Building Permit,$205690
2025-044024 MP,"2704 RANCHERO RD UNIT 2B, Austin, TX",Mechanical Permit,$281178
2025-141777 EP,"9801 DECKER LAKE RD, Austin, TX",Electrical Permit,$243099
2025-140014 BP,"6020 WHIPPLE WAY, Austin, TX",Building Permit,$208033
2025-079233 PP,"2805 BONNIE RD, Austin, TX",Plumbing Permit,$203846
2025-141300 MP,"1304 PALO DURO RD UNIT B, Austin, TX",Mechanical Permit,$65279
2025-123405 EP,"16017 COWSLIP WAY, Austin, TX",Electrical Permit,$177154
2025-064760 MP,"2710 THRESH RD UNIT 2A, Austin, TX",Mechanical Permit,$261444
2025-037893 MP,"2706 RANCHERO RD UNIT 2B, Austin, TX",Mechanical Permit,$268294
2025-140334 PP,"102 RED OAK CIR, Austin, TX",Plumbing Permit,$76404
2025-037600 MP,"2708 RANCHERO RD UNIT 1A, Austin, TX",Mechanical Permit,$192923
2025-082904 EP,"12100 SAMSUNG BLVD, Austin, TX",Electrical Permit,$82787
2025-043905 MP,"2702 THRESH RD UNIT B, Austin, TX",Mechanical Permit,$188668
2025-141773 PP,"5705 NORTH HAMPTON DR, Austin, TX",Plumbing Permit,$133715
2025-139705 MP,"400 W CESAR CHAVEZ ST, Austin, TX",Mechanical Permit,$169900
2025-093172 MP,"8810 COSMICO ST, Austin, TX",Mechanical Permit,$278377
2025-037572 MP,"2709 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$126407
2025-137963 PP,"4613 BANISTER LN, Austin, TX",Plumbing Permit,$216224
2023-130030 PP,"3211 E HOWARD LN BLDG 4, Austin, TX",Plumbing Permit,$60128
2025-093435 MP,"8808 COSMICO ST, Austin, TX",Mechanical Permit,$102512
2021-189839 EP,"1718 S 5TH ST, Austin, TX",Electrical Permit,$213854
2025-140550 BP,"2209 RUTLAND DR BLDG B UNIT 100, Austin, TX",Building Permit,$126068
2025-138471 EP,"7119 STITZEL WELLER DR, Austin, TX",Electrical Permit,$290888
2025-141488 BP,"1405 ARCADIA AVE, Austin, TX",Building Permit,$122361
2025-135275 BP,"5202 1/2 E WILLIAM CANNON DR, Austin, TX",Building Permit,$184662
2025-142226 PP,"13301 BENNINGTON LN, Austin, TX",Plumbing Permit,$159985
2025-037418 MP,"2703 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$133285
2025-140469 EP,"2416 HARTFORD RD, Austin, TX",Electrical Permit,$291173
2025-044041 MP,"2706 RANCHERO RD UNIT 3B, Austin, TX",Mechanical Permit,$258547
2025-043873 MP,"11101 BARNWOOD RD UNIT B, Austin, TX",Mechanical Permit,$134934
2025-037562 MP,"11104 CROSSBEAM DR UNIT 2A, Austin, TX",Mechanical Permit,$232976
2025-063758 MP,"2702 RANCHERO RD UNIT 1B, Austin, TX",Mechanical Permit,$120617
2025-140622 EP,"4300 AMARRA DR, Austin, TX",Electrical Permit,$157929
2025-072976 EP,"1570 BUFFALO GAP RD, Austin, TX",Electrical Permit,$142159
2024-046248 BP,"906 MANSELL AVE, Austin, TX",Building Permit,$170524
2025-037429 MP,"2707 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$97583
2025-042694 MP,"11101 BARNWOOD RD UNIT A, Austin, TX",Mechanical Permit,$106866
2025-142998 BP,"7000 DECKER LN, Austin, TX",Building Permit,$57205
2025-043652 MP,"2708 THRESH RD UNIT B, Austin, TX",Mechanical Permit,$185204
2025-142523 EP,"13201 MC CALLEN PASS, Austin, TX",Electrical Permit,$85908
2025-139891 MP,"10805 YORKTOWN TRL, Austin, TX",Mechanical Permit,$106771
2025-138683 EP,"1602 ALTA VISTA AVE, Austin, TX",Electrical Permit,$67068
2025-035662 MP,"2702 RANCHERO RD UNIT 2B, Austin, TX",Mechanical Permit,$70880
2025-123398 EP,"16013 COWSLIP WAY, Austin, TX",Electrical Permit,$168074
2025-044061 MP,"2708 RANCHERO RD UNIT 3A, Austin, TX",Mechanical Permit,$284478
2025-138739 BP,"4417 BURLESON RD, Austin, TX",Building Permit,$256504
2025-140543 EP,"909 CEDAR GLN, Austin, TX",Electrical Permit,$78722
2025-044059 MP,"11102 CROSSBEAM DR UNIT 1B, Austin, TX",Mechanical Permit,$142577
2025-084513 PP,"2010 OAKLEAF CIR, Austin, TX",Plumbing Permit,$171306
2025-140785 EP,"4530 CLAWSON RD BLDG 2, Austin, TX",Electrical Permit,$237199
2025-042724 MP,"11102 CROSSBEAM DR UNIT 1A, Austin, TX",Mechanical Permit,$212945
2024-131794 MP,"2004 E WILLIAM CANNON DR UNIT 103, Austin, TX",Mechanical Permit,$149746
2025-042598 MP,"2704 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$126987
2025-140435 EP,"5304 SAMUEL HUSTON AVE BLDG 2, Austin, TX",Electrical Permit,$121468
2025-042486 MP,"2700 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$103896
2025-135428 PP,"902 W JOHANNA ST, Austin, TX",Plumbing Permit,$83033
2025-047435 MP,"1900 CROSSING PL BLDG 1, Austin, TX",Mechanical Permit,$94016
2025-137520 EP,"11404 MUSKET RIM, Austin, TX",Electrical Permit,$138568
2025-044023 MP,"2704 RANCHERO RD UNIT 2A, Austin, TX",Mechanical Permit,$200296
2025-037590 MP,"2708 RANCHERO RD UNIT 2B, Austin, TX",Mechanical Permit,$223792
2025-037589 MP,"2708 RANCHERO RD UNIT 2A, Austin, TX",Mechanical Permit,$89289
2025-125693 PP,"1403 KAREN AVE, Austin, TX",Plumbing Permit,$193786
2025-135587 EP,"3611 SERENA WOODS CT, Austin, TX",Electrical Permit,$216640
2025-118918 PP,"300 S LAMAR BLVD SB, Austin, TX",Plumbing Permit,$211444
2025-044185 MP,"2704 THRESH RD UNIT B, Austin, TX",Mechanical Permit,$240354
2025-043841 MP,"11104 CROSSBEAM DR UNIT 1B, Austin, TX",Mechanical Permit,$127755
2025-142196 MP,"2413 MC DONALD WAY, Austin, TX",Mechanical Permit,$292131
2025-134686 EP,"11000 ANDERSON MILL RD BLDG K2 UNIT 91, Austin, TX",Electrical Permit,$167434
2025-134897 BP,"3701 W SLAUGHTER LN, Austin, TX",Building Permit,$286065
2025-140426 EP,"8013 EXCHANGE DR, Austin, TX",Electrical Permit,$179574
2025-126135 EP,"2508 BERWYN CIR, Austin, TX",Electrical Permit,$205546
2025-044040 MP,"2706 RANCHERO RD UNIT 3A, Austin, TX",Mechanical Permit,$181548
2025-141592 BP,"1180 RIDGEWAY DR--UNIT 2, Austin, TX",Building Permit,$297551
2025-139301 EP,"7006 WHISPERING CREEK DR, Austin, TX",Electrical Permit,$167975
2025-042581 MP,"2702 THRESH RD UNIT A, Austin, TX",Mechanical Permit,$71217
2025-134252 EP,"4706 1/2 WELETKA DR, Austin, TX",Electrical Permit,$164940
2025-141441 PP,"1208 KNOLLPARK CIR, Austin, TX",Plumbing Permit,$138060
2025-043311 MP,"11104 CROSSBEAM DR UNIT 1A, Austin, TX",Mechanical Permit,$81302
2025-143075 EP,"8608 ALVERSTONE WAY, Austin, TX",Electrical Permit,$109308
2025-141752 BP,"817 W HOWARD LN, Austin, TX",Building Permit,$94036
2025-140895 EP,"3308 GALLOP CV, Austin, TX",Electrical Permit,$56366
2025-143284 BP,"8508 COSMICO ST, Austin, TX",Building Permit,$87373
2025-101480 MP,"7004 STITZEL WELLER DR, Austin, TX",Mechanical Permit,$84245
2025-062686 BP,"912 BASTROP HWY SB, Austin, TX",Building Permit,$182468
2025-130856 EP,"1212 W 13TH ST, Austin, TX",Electrical Permit,$218783
2025-115076 BP,"408 JOSEPHINE ST, Austin, TX",Building Permit,$288187
2025-143109 BP,"6903 ONE OAK RD, Austin, TX",Building Permit,$175720
2025-141764 BP,"1129 MAP ST, Austin, TX",Building Permit,$183361
2025-140990 BP,"1112 W BEN WHITE BLVD SVRD WB UNIT 400, Austin, TX",Building Permit,$79082
2025-141748 PP,"10029 MOUNT RAINIER DR, Austin, TX",Plumbing Permit,$289193
2025-143024 BP,"2406 BROKEN OAK DR, Austin, TX",Building Permit,$146642
2025-088395 EP,"1217 HARVEY ST--BLDG 1, Austin, TX",Electrical Permit,$58384
2025-141379 MP,"9824 PALMBROOK DR, Austin, TX",Mechanical Permit,$124591
2023-094200 MP,"1102 CHARLOTTE ST, Austin, TX",Mechanical Permit,$133048
2025-139402 PP,"12220 DONINGTON DR, Austin, TX",Plumbing Permit,$79928
2025-141263 EP,"16407 KIDD LN, Austin, TX",Electrical Permit,$184093
2024-125851 EP,"200 W 56TH ST UNIT 5102, Austin, TX",Electrical Permit,$145917
2025-137110 EP,"1303 W ST JOHNS AVE, Austin, TX",Electrical Permit,$143521
2025-141549 BP,"11113 RESEARCH BLVD SVRD NB, Austin, TX",Building Permit,$260175
2024-041562 BP,"5203 STAR LIGHT TER, Austin, TX",Building Permit,$227544
2025-123754 DS,"7208 PROVIDENCE AVE, Austin, TX",Driveway / Sidewalks,$81089
2025-124981 EP,"706 E 46TH ST UNIT B, Austin, TX",Electrical Permit,$250238
2025-140452 PP,"1141 RICHARDINE AVE, Austin, TX",Plumbing Permit,$132683
2025-141265 EP,"5712 ABBY ANN LN, Austin, TX",Electrical Permit,$204627
2025-141082 BP,"500 MAIRO ST, Austin, TX",Building Permit,$163693
2025-140705 BP,"5408 MONTVIEW ST, Austin, TX",Building Permit,$124720
2025-141067 BP,"4000 IDLEWILD RD, Austin, TX",Building Permit,$133360
2025-140955 EP,"12112 CANTABRIA RD, Austin, TX",Electrical Permit,$208943
2025-142388 BP,"10701 SPICEWOOD CLUB DR, Austin, TX",Building Permit,$94841
2025-141013 PP,"10700 MACMORA RD UNIT 108, Austin, TX",Plumbing Permit,$117156
2025-141082 PP,"500 MAIRO ST, Austin, TX",Plumbing Permit,$139027
2024-149874 BP,"4601 HANK AVE BLDG 1, Austin, TX",Building Permit,$158744
2025-129342 BP,"12420 WHITE EAGLE RD, Austin, TX",Building Permit,$56916
2025-141074 BP,"4000 IDLEWILD RD, Austin, TX",Building Permit,$176592
2024-002414 PP,"5509 WILLIAM HOLLAND AVE, Austin, TX",Plumbing Permit,$185049
2025-015505 EP,"1717 ROCKBRIDGE TER, Austin, TX",Electrical Permit,$50234
2025-140880 EP,"14708 EARL GREY LN, Austin, TX",Electrical Permit,$169318
2025-142179 BP,"8212 1/2 FM 1625 RD, Austin, TX",Building Permit,$175964
2025-141152 BP,"805 SAHARA AVE, Austin, TX",Building Permit,$219082
2025-139400 EP,"14932 THATCHER DR, Austin, TX",Electrical Permit,$235396
2025-142906 PP,"9219 OLD MANOR RD UNIT 430, Austin, TX",Plumbing Permit,$154968
2025-140370 EP,"7003 JESTER BLVD, Austin, TX",Electrical Permit,$113811
2025-124558 EP,"11015 CONCHOS CV, Austin, TX",Electrical Permit,$182263
2025-143563 BP,"209 OERTLI LN, Austin, TX",Building Permit,$180805
2025-143114 BP,"1505 NORRIS DR, Austin, TX",Building Permit,$106868
2025-141070 BP,"4424 GAINES RANCH LOOP BLDG 2, Austin, TX",Building Permit,$87417
2025-142001 PP,"12601 SCOFIELD FARMS DR, Austin, TX",Plumbing Permit,$64831
2025-023166 EP,"4807 SINCLAIR AVE UNIT B, Austin, TX",Electrical Permit,$287728
2025-140689 EP,"12351 1/2 N IH 35 SVRD NB UNIT B, Austin, TX",Electrical Permit,$238116
2024-138040 DS,"1005 W MONROE ST, Austin, TX",Driveway / Sidewalks,$279549
2025-135525 MP,"3703 LAUREL LEDGE LN, Austin, TX",Mechanical Permit,$263656
2025-113214 EP,"827 W 12TH ST UNIT 102, Austin, TX",Electrical Permit,$132711
2025-141473 BP,"300 W MOCKINGBIRD LN BLDG 1, Austin, TX",Building Permit,$233690
2025-134468 MP,"106 E 6TH ST UNIT 620, Austin, TX",Mechanical Permit,$82908
2025-140139 EP,"9419 SHADY OAKS DR, Austin, TX",Electrical Permit,$213902
2025-137575 EP,"6109 TWIN LEDGE DR, Austin, TX",Electrical Permit,$279136
2025-124979 EP,"704 E 46TH ST, Austin, TX",Electrical Permit,$145753
2025-086445 EP,"3011 WESTLAKE DR, Austin, TX",Electrical Permit,$218666
2025-143305 BP,"912 GENE JOHNSON ST, Austin, TX",Building Permit,$68055
2025-143548 BP,"13100 MILL STONE DR, Austin, TX",Building Permit,$131303
2025-142451 BP,"2021 PAYNE AVE, Austin, TX",Building Permit,$196298
2025-142698 BP,"6905 CREIGHTON LN, Austin, TX",Building Permit,$284320
2025-141602 BP,"3900 N CAPITAL OF TEXAS HWY SB BLDG F, Austin, TX",Building Permit,$277055
2025-140501 EP,"2005 POINT BLUFF DR, Austin, TX",Electrical Permit,$230476
2025-138689 EP,"10523 RIVER PLANTATION DR, Austin, TX",Electrical Permit,$148708
2025-141025 EP,"7903 ISAAC PRYOR DR, Austin, TX",Electrical Permit,$161144
2025-142095 PP,"10905 MAELIN DR, Austin, TX",Plumbing Permit,$88989
2025-141577 PP,"12304 AUDANE DR, Austin, TX",Plumbing Permit,$295627
2024-097401 PP,"409 W MONROE ST, Austin, TX",Plumbing Permit,$195388
2025-143194 BP,"2218 RIVERVIEW ST, Austin, TX",Building Permit,$65895
2025-140488 BP,"3220 CHERRY LN, Austin, TX",Building Permit,$162622
2025-140628 EP,"9512 DINGO DR, Austin, TX",Electrical Permit,$123384
2025-139168 EP,"2005 1/2 THRASHER LN UNIT FOODT, Austin, TX",Electrical Permit,$224250
2025-141834 BP,"1401 SWEET BARK ST, Austin, TX",Building Permit,$210208
2025-141839 PP,"3838 STECK AVE, Austin, TX",Plumbing Permit,$103823
2025-141686 PP,"1807 NORTHRIDGE DR, Austin, TX",Plumbing Permit,$89498
2025-141103 BP,"509 E 38TH HALF ST, Austin, TX",Building Permit,$139853
2025-023165 EP,"4807 SINCLAIR AVE UNIT A, Austin, TX",Electrical Permit,$184806
2025-141274 EP,"6004 SHOALWOOD AVE, Austin, TX",Electrical Permit,$160564
2025-139538 EP,"2403 ROCKINGHAM CIR, Austin, TX",Electrical Permit,$156643
2025-088397 EP,"1217 HARVEY ST--BLDG 3, Austin, TX",Electrical Permit,$120832
2025-141493 EP,"8432 ANTERO DR, Austin, TX",Electrical Permit,$241205
2025-141058 BP,"4424 GAINES RANCH LOOP BLDG 1, Austin, TX",Building Permit,$273098
2025-140600 BP,"2607 W BRAKER LN, Austin, TX",Building Permit,$133856
2025-139547 EP,"3823 AIRPORT BLVD, Austin, TX",Electrical Permit,$102025
2025-140698 EP,"2004 MATTHEWS DR, Austin, TX",Electrical Permit,$135844
2025-141333 PP,"2406 ROCK TERRACE CIR, Austin, TX",Plumbing Permit,$214079
2025-140164 EP,"1801 ALAMEDA DR UNIT 2, Austin, TX",Electrical Permit,$111827
2024-060412 EP,"3801 N CAPITAL OF TEXAS HWY NB BLDG 3, Austin, TX",Electrical Permit,$64784
2025-141123 BP,"4420 N LAMAR BLVD, Austin, TX",Building Permit,$233550
2025-141489 EP,"5925 SHANGHAI PIERCE RD, Austin, TX",Electrical Permit,$172072
2024-151136 PP,"413 THISTLEWOOD DR, Austin, TX",Plumbing Permit,$222945
2025-074159 EP,"3903 BALCONES DR, Austin, TX",Electrical Permit,$60593
2025-142338 PP,"604 W 25TH ST, Austin, TX",Plumbing Permit,$252574
2025-142542 EP,"7116 STITZEL WELLER DR, Austin, TX",Electrical Permit,$226180
2024-125853 EP,"200 W 56TH ST UNIT 5104, Austin, TX",Electrical Permit,$168421
2025-141516 PP,"8701 STURMER ST, Austin, TX",Plumbing Permit,$264598
2025-141085 BP,"4424 GAINES RANCH LOOP BLDG 3, Austin, TX",Building Permit,$57410
2025-142724 BP,"805 E RUNDBERG LN, Austin, TX",Building Permit,$281463
2025-084513 MP,"2010 OAKLEAF CIR, Austin, TX",Mechanical Permit,$176446
2025-141271 EP,"6004 SHOALWOOD AVE, Austin, TX",Electrical Permit,$144413
2024-151136 EP,"413 THISTLEWOOD DR, Austin, TX",Electrical Permit,$61908
2025-136135 EP,"3315 FAR VIEW DR, Austin, TX",Electrical Permit,$74481
2025-141068 PP,"1036 LIBERTY PARK DR BLDG 4 UNIT A, Austin, TX",Plumbing Permit,$209869
2025-142268 BP,"2414 PEARL ST, Austin, TX",Building Permit,$213651
2025-141337 PP,"2531 WINCHELL LN, Austin, TX",Plumbing Permit,$254146
2025-141527 PP,"13322 SHORE VISTA DR, Austin, TX",Plumbing Permit,$107397
2025-142544 BP,"3306 WINDSOR RD, Austin, TX",Building Permit,$77717
2025-088396 EP,"1217 HARVEY ST--BLDG 2, Austin, TX",Electrical Permit,$174166
2025-143468 BP,"12224 BARREL BND, Austin, TX",Building Permit,$246271
2025-113161 MP,"4000 S IH 35 SVRD SB UNIT FLR5, Austin, TX",Mechanical Permit,$203372
2025-124335 EP,"7107 SPURLOCK DR, Austin, TX",Electrical Permit,$58522
2025-142590 BP,"4706 SHOALWOOD AVE, Austin, TX",Building Permit,$84329
2025-133974 PP,"5604 CHADWYCK DR, Austin, TX",Plumbing Permit,$202648
2023-122557 EP,"8701 MENCHACA RD BLDG 1 UNIT 107, Austin, TX",Electrical Permit,$219608
2025-137095 EP,"8828 RESEARCH BLVD SVRD SB, Austin, TX",Electrical Permit,$244521
2025-135346 EP,"7004 STITZEL WELLER DR, Austin, TX",Electrical Permit,$279424
2025-141373 PP,"501 SACRAMENTO DR, Austin, TX",Plumbing Permit,$76958
2025-136163 EP,"1701 W KOENIG LN, Austin, TX",Electrical Permit,$117328
2025-140879 PP,"1316 FALCON LEDGE DR, Austin, TX",Plumbing Permit,$247553
2025-143056 EP,"13450 N US 183 HWY SVRD SB, Austin, TX",Electrical Permit,$278820
2025-133997 BP,"4519 RIMROCK TRL, Austin, TX",Building Permit,$151749
2025-140281 EP,"5010 RICHMOND AVE, Austin, TX",Electrical Permit,$281041
2025-141292 PP,"12304 ROLLING HILL DR, Austin, TX",Plumbing Permit,$80847
2025-130705 MP,"12925 STAYWELL WAY, Austin, TX",Mechanical Permit,$234087
2025-087783 MP,"12400 MERCURY LN, Austin, TX",Mechanical Permit,$133567
2025-142272 MP,"701 FORT CHADBOURNE DR, Austin, TX",Mechanical Permit,$193275
2025-140886 EP,"14708 EARL GREY LN, Austin, TX",Electrical Permit,$52474
2025-141805 BP,"2025 1/2 FARO DR, Austin, TX",Building Permit,$50113
2025-087735 BP,"1004 JUANITA ST BLDG 1, Austin, TX",Building Permit,$297615
2025-046133 PP,"913 CAPITOL CT, Austin, TX",Plumbing Permit,$51671
2025-025629 MP,"2510 GREAT OAKS PKWY, Austin, TX",Mechanical Permit,$86133
2025-141780 BP,"5705 MARILYN DR, Austin, TX",Building Permit,$215721
2025-122814 PP,"12733 TESLA RD, Austin, TX",Plumbing Permit,$60486
2025-140979 PP,"2606 LITTLE JOHN LN, Austin, TX",Plumbing Permit,$249296
2025-142543 EP,"2617 TOWY RD, Austin, TX",Electrical Permit,$140064
2025-143117 BP,"111 CONGRESS AVE UNIT 1700, Austin, TX",Building Permit,$205396
2025-141823 BP,"11415 1/2 ZIMMERMAN LN, Austin, TX",Building Permit,$274366
2025-134459 MP,"106 E 6TH ST UNIT 600, Austin, TX",Mechanical Permit,$116691
2025-140704 BP,"5408 MONTVIEW ST, Austin, TX",Building Permit,$271115
2025-138678 BP,"2301 LEHIGH DR, Austin, TX",Building Permit,$120105
2025-055742 MP,"9417 BOATHOUSE DR, Austin, TX",Mechanical Permit,$239355
2025-142061 PP,"6810 DEATONHILL DR UNIT 4301, Austin, TX",Plumbing Permit,$61369
2025-140893 EP,"3308 GALLOP CV, Austin, TX",Electrical Permit,$109705
2025-125129 PP,"2301 FALCON HILL DR, Austin, TX",Plumbing Permit,$240908
2025-142882 PP,"9219 OLD MANOR RD UNIT 230, Austin, TX",Plumbing Permit,$177308
2025-139931 EP,"6000 MARILYN DR, Austin, TX",Electrical Permit,$162804
2025-099992 MP,"606 BLANCO ST, Austin, TX",Mechanical Permit,$215787
2025-143312 PP,"12733 TESLA RD, Austin, TX",Plumbing Permit,$148999
2024-060952 EP,"3801 N CAPITAL OF TEXAS HWY NB BLDG 2, Austin, TX",Electrical Permit,$247519
2025-141753 PP,"4607 BALCONES DR, Austin, TX",Plumbing Permit,$90186
2024-045887 PP,"5203 STAR LIGHT TER--DEMO, Austin, TX",Plumbing Permit,$191139
2025-141474 BP,"300 W MOCKINGBIRD LN BLDG 2, Austin, TX",Building Permit,$153982
2025-141627 PP,"5901 BACK BAY LN, Austin, TX",Plumbing Permit,$179819
2025-143251 EP,"2103 GREENWOOD AVE BLDG 2, Austin, TX",Electrical Permit,$264233
2024-125852 EP,"200 W 56TH ST UNIT 5103, Austin, TX",Electrical Permit,$193825
2025-142113 PP,"4002 EDGEMONT DR, Austin, TX",Plumbing Permit,$211903
2025-139431 EP,"1911 SCOFIELD LN, Austin, TX",Electrical Permit,$297443
2025-140596 EP,"314 PLEASANT DR, Austin, TX",Electrical Permit,$246941
2025-124980 EP,"706 E 46TH ST, Austin, TX",Electrical Permit,$100356
2025-086280 PP,"9835 NORTH LAKE CREEK PKWY UNIT 510, Austin, TX",Plumbing Permit,$267490
2025-133942 MP,"10900 RESEARCH BLVD SVRD SB UNIT C-150, Austin, TX",Mechanical Permit,$271601
2025-142435 BP,"98 SAN JACINTO BLVD UNIT FSR1007, Austin, TX",Building Permit,$169696
2024-125850 EP,"200 W 56TH ST UNIT 5101, Austin, TX",Electrical Permit,$249196
2025-141073 EP,"8010 LITTLE DEER XING, Austin, TX",Electrical Permit,$52902
2025-141306 EP,"7103 RUNNING ROPE, Austin, TX",Electrical Permit,$145512
2025-141943 BP,"1715 KIT CIR, Austin, TX",Building Permit,$198502
2025-141142 PP,"9717 N LAMAR BLVD BLDG B UNIT 7, Austin, TX",Plumbing Permit,$282975
2025-143195 BP,"2218 RIVERVIEW ST, Austin, TX",Building Permit,$108087
2025-125199 BP,"504 LONE OAK DR, Austin, TX",Building Permit,$222114
2025-143582 BP,"3417 LONG DAY DR, Austin, TX",Building Permit,$213449
2025-143983 BP,"8301 JOHNNY MORRIS RD, Austin, TX",Building Permit,$185290
2025-118477 BP,"2611 DEERFOOT TRL, Austin, TX",Building Permit,$65045
2025-101785 EP,"9111 CIRCUIT OF THE AMERICAS BLVD, Austin, TX",Electrical Permit,$206352
2025-142568 MP,"11821 BITTERN HOLW UNIT 9, Austin, TX",Mechanical Permit,$283867
2024-097401 EP,"409 W MONROE ST, Austin, TX",Electrical Permit,$164652
2025-142487 EP,"12107 WANDER LN, Austin, TX",Electrical Permit,$287708
2025-143145 DS,"2005 RIVERVIEW ST BLDG 1, Austin, TX",Driveway / Sidewalks,$148972
2025-143569 BP,"3309 HARVEST TIME CV, Austin, TX",Building Permit,$250759
2025-140784 PP,"4530 CLAWSON RD BLDG 1, Austin, TX",Plumbing Permit,$87935
2025-141681 MP,"3905 DOMINION CV, Austin, TX",Mechanical Permit,$76109
2025-142471 EP,"9049 VIGEN CIR, Austin, TX",Electrical Permit,$279233
2025-143984 BP,"8301 JOHNNY MORRIS RD BLDG CP7, Austin, TX",Building Permit,$168939
2025-143188 PP,"1624 E HOWARD LN, Austin, TX",Plumbing Permit,$205128
2025-143969 BP,"8301 JOHNNY MORRIS RD BLDG 5, Austin, TX",Building Permit,$159068
2025-143980 BP,"8301 JOHNNY MORRIS RD BLDG CP4, Austin, TX",Building Permit,$284515
2025-141591 EP,"9501 WIGGY WAY, Austin, TX",Electrical Permit,$158647
2025-141440 MP,"11511 PYRENEESE DR, Austin, TX",Mechanical Permit,$152524
2025-143979 BP,"8301 JOHNNY MORRIS RD BLDG CP3, Austin, TX",Building Permit,$59792
2025-086457 MP,"8400 RESEARCH BLVD SVRD SB, Austin, TX",Mechanical Permit,$126255
2025-142501 PP,"4011 BUNNY RUN, Austin, TX",Plumbing Permit,$65226
2025-143978 BP,"8301 JOHNNY MORRIS RD BLDG DP2, Austin, TX",Building Permit,$80064
2025-142716 PP,"7413 CREPE MYRTLE DR, Austin, TX",Plumbing Permit,$132901
2023-140720 DS,"2005 RIVERVIEW ST, Austin, TX",Driveway / Sidewalks,$271574
2025-139582 MP,"7503 BLUE BEACH CV, Austin, TX",Mechanical Permit,$188947
