permit_number,address,type,value,issued_date,status
2025-144028 BP,7513 ESPINA DR,Building Permit,1,2025-11-19,
2025-148685 PP,2602 TOWY RD,Plumbing Permit,0,2025-11-19,
2025-043792 MP,2808 THRESH RD UNIT 1B,Mechanical Permit,0,2025-11-19,
2025-038959 MP,11101 BELL FARM RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-146403 PP,5216 MONARDA MINT DR,Plumbing Permit,0,2025-11-19,
2022-130591 MP,9601 S IH 35 SVRD NB,Mechanical Permit,0,2025-11-19,
2025-037228 MP,2803 THRESH RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-144139 BP,4837 TRAIL CREST CIR,Building Permit,1,2025-11-19,
2025-134385 PP,1607 PEASE RD,Plumbing Permit,0,2025-11-19,
2024-140468 EP,21 ST STEPHENS SCHOOL RD,Electrical Permit,0,2025-11-19,
2025-140655 PP,5201 S PLEASANT VALLEY RD BLDG B,Plumbing Permit,0,2025-11-19,
2025-149064 BP,5701 JOHNNY MORRIS RD UNIT 43,Building Permit,0,2025-11-19,
2025-148176 MP,1015 E YAGER LN UNIT 122,Mechanical Permit,0,2025-11-19,
2025-146373 PP,5303 MONARDA MINT DR,Plumbing Permit,0,2025-11-19,
2025-130866 EP,1011 W 5TH ST UNIT 140,Electrical Permit,0,2025-11-19,
2025-147032 PP,3504 NATIVE DANCER CV,Plumbing Permit,0,2025-11-19,
2025-148791 BP,1527 BRADBURY LN,Building Permit,1,2025-11-19,
2025-147571 EP,9500 TEMPE DR,Electrical Permit,0,2025-11-19,
2025-148142 MP,600 E BEN WHITE BLVD SVRD WB UNIT 300,Mechanical Permit,0,2025-11-19,
2025-146300 EP,1112 W BEN WHITE BLVD SVRD WB,Electrical Permit,0,2025-11-19,
2025-147232 PP,8713 PEAFOWL ST,Plumbing Permit,0,2025-11-19,
2025-038939 MP,10907 BELL FARM RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-147533 MP,2006 ELTON LN,Mechanical Permit,0,2025-11-19,
2025-132079 BP,3315 CHERRY LN,Building Permit,1,2025-11-19,
2025-052966 MP,2807 RANCHERO RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-148166 PP,7400 VOL WALKER DR,Plumbing Permit,0,2025-11-19,
2025-145291 BP,6214 SUN VISTA DR,Building Permit,1,2025-11-19,
2025-052965 MP,2807 RANCHERO RD UNIT A,Mechanical Permit,0,2025-11-19,
2025-146224 MP,4100 E 51ST ST UNIT 300,Mechanical Permit,0,2025-11-19,
2025-143174 BP,5608 COURTYARD DR,Building Permit,3000,2025-11-19,
2025-143777 PP,625 E 10TH ST UNIT 200,Plumbing Permit,0,2025-11-19,
2025-022554 EP,610 ALLEN ST BLDG 1,Electrical Permit,0,2025-11-19,
2025-147787 EP,9636 CHUKAR CIR,Electrical Permit,0,2025-11-19,
2025-147904 EP,8321 ELANDER DR,Electrical Permit,0,2025-11-19,
2025-037967 MP,2805 RANCHERO RD UNIT 2B,Mechanical Permit,0,2025-11-19,
2025-038902 MP,2804 THRESH RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-148143 PP,600 E BEN WHITE BLVD SVRD WB UNIT 300,Plumbing Permit,0,2025-11-19,
2025-038879 MP,2800 THRESH RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-137724 BP,5525 ROSS RD UNIT DP,Building Permit,40000,2025-11-19,
2025-147560 EP,1009 MERIDEN LN,Electrical Permit,0,2025-11-19,
2025-146189 PP,4712 CRAIGWOOD DR,Plumbing Permit,0,2025-11-19,
2025-147566 PP,5124 ENGLISH GLADE DR,Plumbing Permit,0,2025-11-19,
2025-085024 EP,1519 CORONADO HILLS DR,Electrical Permit,0,2025-11-19,
2025-144015 MP,7208 ARROYO SECO,Mechanical Permit,0,2025-11-19,
2025-144865 PP,1705 KIT CIR,Plumbing Permit,0,2025-11-19,
2025-143776 PP,625 E 10TH ST UNIT 100,Plumbing Permit,0,2025-11-19,
2025-142939 DS,1736 BUNCHE RD,Driveway / Sidewalks,0,2025-11-19,
2025-103878 MP,912 RED CLIFF DR,Mechanical Permit,0,2025-11-19,
2025-147546 MP,5707 COSTAS CV,Mechanical Permit,0,2025-11-19,
2025-105571 EP,16521 DECKER CREEK DR,Electrical Permit,0,2025-11-19,
2025-148142 EP,600 E BEN WHITE BLVD SVRD WB UNIT 300,Electrical Permit,0,2025-11-19,
2025-147836 BP,7400 S CONGRESS AVE,Building Permit,89000,2025-11-19,
2025-147051 BP,607 PARK BLVD,Building Permit,1,2025-11-19,
2025-037960 MP,2805 RANCHERO RD UNIT 1A,Mechanical Permit,0,2025-11-19,
2025-038890 MP,2802 THRESH RD UNIT B,Mechanical Permit,0,2025-11-19,
2025-038901 MP,2804 THRESH RD UNIT A,Mechanical Permit,0,2025-11-19,
2025-148573 BP,3309 HARPERS FERRY LN,Building Permit,1,2025-11-19,
2025-068007 MP,5004 STOCKTON LN,Mechanical Permit,0,2025-11-19,
2025-148270 PP,3811 BONNELL DR,Plumbing Permit,0,2025-11-19,
2025-147633 MP,4307 SARASOTA DR,Mechanical Permit,0,2025-11-19,
2025-101390 BP,5917 COVENTRY LN,Building Permit,0,2025-11-18,
2025-129178 BP,10452 DOC HOLLIDAY TRL BLDG A,Building Permit,1,2025-11-18,
2025-147831 BP,5501 W PARMER LN BLDG 2,Building Permit,0,2025-11-18,
2025-145966 MP,2206 LA CASA DR,Mechanical Permit,0,2025-11-18,
2025-136745 BP,5731 SAM HOUSTON CIR,Building Permit,1,2025-11-18,
2025-130848 PP,2915 E CESAR CHAVEZ ST BLDG GAR,Plumbing Permit,0,2025-11-18,
2025-147655 EP,2613 DERWENT DR,Electrical Permit,0,2025-11-18,
2024-155178 DS,4709 DEPEW AVE,Driveway / Sidewalks,0,2025-11-18,
2025-146713 MP,6025 WILCAB RD BLDG 2 UNIT 700,Mechanical Permit,0,2025-11-18,
2025-146115 MP,3801 N CAPITAL OF TEXAS HWY NB BLDG I UNIT 100,Mechanical Permit,0,2025-11-18,
2025-146186 PP,15512 FERNHILL DR,Plumbing Permit,0,2025-11-18,
2024-161240 MP,16714 SONOMA BREEZE DR,Mechanical Permit,0,2025-11-18,
2025-122378 EP,715 HARRIS AVE,Electrical Permit,0,2025-11-18,
2025-078943 PP,816 W GIBSON ST,Plumbing Permit,0,2025-11-18,
2025-139564 BP,12319 UTTIMER LN,Building Permit,1,2025-11-18,
2025-097740 PP,4004 PETES PATH,Plumbing Permit,0,2025-11-18,
2025-069048 PP,605 HIGHLAND AVE,Plumbing Permit,0,2025-11-18,
2025-147856 DS,3600 TOM MILLER ST,Driveway / Sidewalks,0,2025-11-18,
2025-136990 PP,5108 EVANS AVE,Plumbing Permit,0,2025-11-18,
2025-119081 EP,29 HULL CIR,Electrical Permit,0,2025-11-18,
2025-115046 EP,12800 PEARCE LN UNIT D,Electrical Permit,0,2025-11-18,
2024-164755 EP,11925 ROTHERHAM DR,Electrical Permit,0,2025-11-18,
2025-146807 MP,3416 ROSEFINCH TRL,Mechanical Permit,0,2025-11-18,
2025-084346 PP,9009 NILGAI DR,Plumbing Permit,0,2025-11-18,
2025-144169 BP,1900 E HOWARD LN BLDG E,Building Permit,0,2025-11-18,
2025-087302 EP,1709 VALERIA ST,Electrical Permit,0,2025-11-18,
2025-144111 PP,3305 BONNIE RD,Plumbing Permit,0,2025-11-18,
2025-130844 PP,2915 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-18,
2025-143955 EP,10800 1/2 SILVER CLOUD CV,Electrical Permit,0,2025-11-18,
2025-147222 PP,2304 SPRING CREEK DR,Plumbing Permit,0,2025-11-18,
2025-146651 EP,5109 BROOKDALE LN,Electrical Permit,0,2025-11-18,
2025-145535 EP,11506 OAK TRL,Electrical Permit,0,2025-11-18,
2025-148225 BP,3613 BLUESTEIN DR,Building Permit,1,2025-11-18,
2025-057644 MP,9509 BOATHOUSE DR,Mechanical Permit,0,2025-11-18,
2025-146890 PP,10005 DERRINGER TRL,Plumbing Permit,0,2025-11-18,
2025-135893 MP,12904 STAYWELL WAY,Mechanical Permit,0,2025-11-18,
2022-184022 EP,910 TILLERY ST BLDG 2,Electrical Permit,0,2025-11-18,
2025-147720 PP,2509 TOULOUSE DR,Plumbing Permit,0,2025-11-18,
2025-147929 MP,1707 ULLRICH AVE,Mechanical Permit,0,2025-11-18,
2025-121220 MP,8001 CIRCUIT OF THE AMERICAS BLVD UNIT 1502,Mechanical Permit,0,2025-11-18,
2025-057709 MP,4318 SENDERO DR,Mechanical Permit,0,2025-11-18,
2025-145966 PP,2206 LA CASA DR,Plumbing Permit,0,2025-11-18,
2025-135114 BP,12210 WYCLIFF LN,Building Permit,1,2025-11-18,
2025-147219 PP,908 WESSEX WAY,Plumbing Permit,0,2025-11-18,
2024-018444 PP,4801 EMMA BROWNING AVE UNIT 801,Plumbing Permit,0,2025-11-18,
2025-145797 PP,710 E 45TH ST,Plumbing Permit,0,2025-11-18,
2025-146865 EP,2802 PECOS ST,Electrical Permit,0,2025-11-18,
2025-146687 MP,10901 N LAMAR BLVD BLDG C UNIT 309,Mechanical Permit,0,2025-11-18,
2025-144888 PP,7000 DERBY DOWNS DR,Plumbing Permit,0,2025-11-18,
2025-130842 PP,2915 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-18,
2025-146558 PP,9728 GLADSOME PATH,Plumbing Permit,0,2025-11-18,
2025-148058 BP,2529 BAXTER DR,Building Permit,1,2025-11-18,
2025-146896 PP,3002 S 5TH ST,Plumbing Permit,0,2025-11-18,
2025-139171 PP,6600 ELM CREEK DR UNIT 204,Plumbing Permit,0,2025-11-18,
2025-147631 PP,1508 RIDGEHAVEN DR,Plumbing Permit,0,2025-11-18,
2025-131682 BP,903 W 31ST ST,Building Permit,1,2025-11-18,
2025-148467 BP,5108 FAIRVIEW DR,Building Permit,0,2025-11-18,
2025-144925 EP,2730 1/2 E 7TH ST,Electrical Permit,0,2025-11-18,
2025-146687 BP,10901 N LAMAR BLVD BLDG C UNIT 309,Building Permit,0,2025-11-18,
2024-136214 EP,2617 BARTON HILLS DR,Electrical Permit,0,2025-11-18,
2025-130846 PP,2915 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-18,
2025-054586 EP,1301 WEBBERVILLE RD BLDG 2,Electrical Permit,0,2025-11-18,
2025-147579 BP,2501 LEON ST,Building Permit,0,2025-11-18,
2025-119341 EP,205 MEDINA BLDG 1,Electrical Permit,0,2025-11-18,
2025-119342 EP,205 MEDINA BLDG 2,Electrical Permit,0,2025-11-18,
2025-141463 BP,6307 WEST COURTYARD DR,Building Permit,0,2025-11-18,
2025-146292 PP,6809 BEATTY DR,Plumbing Permit,0,2025-11-18,
2025-146003 PP,7716 SHOAL CREEK BLVD,Plumbing Permit,0,2025-11-18,
2025-105520 EP,7600 BURNET RD UNIT 260,Electrical Permit,0,2025-11-18,
2025-146367 BP,1007 EMERALD WOOD DR,Building Permit,0,2025-11-18,
2025-135966 PP,9304 HAMADRYAS DR,Plumbing Permit,0,2025-11-18,
2025-147671 EP,2608 TOWY RD,Electrical Permit,0,2025-11-18,
2025-146974 PP,5705 WOODVIEW AVE,Plumbing Permit,0,2025-11-18,
2025-147063 MP,8002 FOREST MESA DR BLDG B,Mechanical Permit,0,2025-11-18,
2024-161241 MP,16712 SONOMA BREEZE DR,Mechanical Permit,0,2025-11-18,
2025-147532 MP,911 W JAMES ST,Mechanical Permit,0,2025-11-18,
2025-147554 BP,4300 N LAMAR BLVD,Building Permit,0,2025-11-18,
2025-146069 EP,2613 DERWENT DR,Electrical Permit,0,2025-11-18,
2025-081176 EP,8212 DARK RIDGE CV,Electrical Permit,0,2025-11-18,
2025-147040 PP,6807 CANNONLEAGUE DR,Plumbing Permit,0,2025-11-18,
2025-147760 MP,2105 GOODRICH AVE UNIT 1,Mechanical Permit,0,2025-11-18,
2025-066834 MP,9209 NORTH DR,Mechanical Permit,0,2025-11-18,
2025-144209 BP,2212 CANTERBURY ST,Building Permit,0,2025-11-18,
2025-133115 PP,1609 ALAMEDA DR,Plumbing Permit,0,2025-11-18,
2025-124756 EP,1603 SUFFOLK DR,Electrical Permit,0,2025-11-18,
2025-136128 PP,11005 SPICEWOOD PKWY,Plumbing Permit,0,2025-11-18,
2025-148155 PP,4904 WIND RIVER RD,Plumbing Permit,0,2025-11-18,
2025-147073 PP,1529 BARTON SPRINGS RD UNIT 24,Plumbing Permit,0,2025-11-18,
2025-141834 PP,1401 SWEET BARK ST,Plumbing Permit,0,2025-11-18,
2025-148170 BP,5401 VILLAGE TRL,Building Permit,1,2025-11-18,
2025-145966 EP,2206 LA CASA DR,Electrical Permit,0,2025-11-18,
2025-147057 PP,1802 BROOKHAVEN DR,Plumbing Permit,0,2025-11-18,
2025-146966 EP,12031 MC ANGUS RD,Electrical Permit,0,2025-11-18,
2025-148264 MP,12345 N LAMAR BLVD BLDG 1 UNIT 135,Mechanical Permit,0,2025-11-18,
2025-147665 PP,3416 ROSEFINCH TRL,Plumbing Permit,0,2025-11-18,
2025-146973 MP,3207 W SLAUGHTER LN,Mechanical Permit,0,2025-11-18,
2025-135823 EP,6206 LOST CREEK CIR,Electrical Permit,0,2025-11-18,
2025-146044 EP,121 PICKLE RD UNIT 100,Electrical Permit,0,2025-11-18,
2025-145965 EP,4509 ECK LN BLDG A,Electrical Permit,0,2025-11-18,
2025-145968 PP,2206 LA CASA DR,Plumbing Permit,0,2025-11-18,
2025-108158 EP,5713 PENNY CREEK DR,Electrical Permit,0,2025-11-18,
2025-147375 PP,5925 OVERLOOK DR,Plumbing Permit,0,2025-11-18,
2025-136372 MP,6005 SILENT NOVA VW,Mechanical Permit,0,2025-11-18,
2025-130479 DS,4700-4723 CLARKSON AVE,Driveway / Sidewalks,0,2025-11-18,
2025-147558 BP,2501 LEON ST,Building Permit,0,2025-11-18,
2025-147094 MP,10404 DEDHAM CT,Mechanical Permit,0,2025-11-18,
2025-146612 BP,1207 CHOQUETTE DR,Building Permit,5000,2025-11-18,
2025-041069 BP,12301 RESEARCH BLVD SVRD NB BLDG 3,Building Permit,0,2025-11-18,
2025-147720 BP,2509 TOULOUSE DR,Building Permit,1,2025-11-18,
2025-138623 MP,12500 DESCANSO CIR,Mechanical Permit,0,2025-11-18,
2025-100692 EP,6908 RUFUS DR,Electrical Permit,0,2025-11-18,
2025-147237 PP,9518 TOPRIDGE DR UNIT 11,Plumbing Permit,0,2025-11-18,
2025-143608 PP,7205 MESA DR,Plumbing Permit,0,2025-11-18,
2025-129141 BP,8708 SAMUEL BISHOP DR,Building Permit,1,2025-11-18,
2025-147282 PP,3002 MATADOR DR BLDG A,Plumbing Permit,0,2025-11-18,
2024-164744 EP,7401 ARCTIC CT,Electrical Permit,0,2025-11-18,
2025-146956 PP,2305 BROOKHILL DR,Plumbing Permit,0,2025-11-18,
2025-020731 MP,10202 EPSILON WAY,Mechanical Permit,0,2025-11-18,
2025-147384 BP,6005 SILENT NOVA VW,Building Permit,0,2025-11-18,
2025-097739 PP,4004 PETES PATH,Plumbing Permit,0,2025-11-18,
2025-147818 EP,8940 RESEARCH BLVD SVRD SB BLDG B,Electrical Permit,0,2025-11-18,
2025-130845 PP,2915 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-18,
2025-148386 BP,4608 RIDGE OAK DR,Building Permit,1,2025-11-18,
2025-147223 EP,2100 MOUNTAIN VIEW RD,Electrical Permit,0,2025-11-18,
2025-146713 PP,6025 WILCAB RD BLDG 2 UNIT 700,Plumbing Permit,0,2025-11-18,
2025-134464 MP,106 E 6TH ST UNIT 610,Mechanical Permit,0,2025-11-18,
2024-141085 DS,1703 NEWNING AVE,Driveway / Sidewalks,0,2025-11-18,
2025-132941 PP,606 WEST LYNN ST BLDG A,Plumbing Permit,0,2025-11-18,
2025-041270 MP,932 E 53RD ST,Mechanical Permit,0,2025-11-18,
2025-146200 PP,4502 CRESTWAY DR,Plumbing Permit,0,2025-11-18,
2025-142710 PP,5710 MARILYN DR,Plumbing Permit,0,2025-11-18,
2025-144494 BP,2209 RUTLAND DR BLDG B UNIT 100,Building Permit,0,2025-11-18,
2025-148142 BP,600 E BEN WHITE BLVD SVRD WB UNIT 300,Building Permit,0,2025-11-18,
2024-157785 PP,4003 DEL ROBLES,Plumbing Permit,0,2025-11-18,
2025-147672 PP,1106 W DITTMAR RD,Plumbing Permit,0,2025-11-18,
2024-088597 DS,2410 VILLAGE WALK,Driveway / Sidewalks,0,2025-11-18,
2025-118742 EP,3208 RED RIVER ST UNIT 200,Electrical Permit,0,2025-11-18,
2025-129292 BP,6504 HIGHPOINT CV,Building Permit,1,2025-11-18,
2025-146055 EP,121 PICKLE RD UNIT 100,Electrical Permit,0,2025-11-18,
2025-122051 EP,2201 KENBRIDGE DR,Electrical Permit,0,2025-11-18,
2025-097738 PP,4004 PETES PATH,Plumbing Permit,0,2025-11-18,
2025-146136 PP,6507 CAPRIOLA DR,Plumbing Permit,0,2025-11-18,
2025-146300 PP,1112 W BEN WHITE BLVD SVRD WB,Plumbing Permit,0,2025-11-18,
2025-072711 MP,3300 MERRIE LYNN AVE,Mechanical Permit,0,2025-11-18,
2025-120777 BP,607 E 38TH ST,Building Permit,0,2025-11-18,
2025-130847 PP,2915 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-18,
2024-018449 PP,4801 EMMA BROWNING AVE UNIT 1002,Plumbing Permit,0,2025-11-18,
2025-138061 BP,11509 SWEETWATER TRL,Building Permit,1,2025-11-18,
2025-101688 EP,9500 ARBORETUM BLVD UNIT 110,Electrical Permit,0,2025-11-18,
2025-146499 EP,15505 SUTTON DR,Electrical Permit,0,2025-11-18,
2025-146407 PP,9811 MARLBOROUGH DR,Plumbing Permit,0,2025-11-18,
2025-139160 EP,12304 BUVANA DR,Electrical Permit,0,2025-11-18,
2025-148031 BP,1615 ELMIRA RD,Building Permit,1,2025-11-18,
2025-146158 EP,6704 LADERA NORTE,Electrical Permit,0,2025-11-18,
2025-145446 BP,5901 CARTWRIGHT CV,Building Permit,1,2025-11-18,
2025-146492 BP,8804 GOLDEN LION DR,Building Permit,0,2025-11-18,
2025-147674 EP,2602 TOWY RD,Electrical Permit,0,2025-11-18,
2024-018448 PP,4801 EMMA BROWNING AVE UNIT 1001,Plumbing Permit,0,2025-11-18,
2025-147285 PP,3002 MATADOR DR BLDG B,Plumbing Permit,0,2025-11-18,
2025-135966 BP,9304 HAMADRYAS DR,Building Permit,0,2025-11-18,
2025-144208 BP,2212 CANTERBURY ST,Building Permit,0,2025-11-18,
2025-147748 MP,8602 GANTTCREST DR,Mechanical Permit,0,2025-11-18,
2025-035141 PP,811 W LIVE OAK ST,Plumbing Permit,0,2025-11-18,
2025-127553 EP,9500 ARBORETUM BLVD UNIT 210,Electrical Permit,0,2025-11-18,
2025-148263 BP,12345 N LAMAR BLVD BLDG 1 UNIT 125,Building Permit,0,2025-11-18,
2025-147972 PP,14021 AXEL JOHANSON DR,Plumbing Permit,0,2025-11-18,
2025-119343 EP,205 MEDINA BLDG 3,Electrical Permit,0,2025-11-18,
2025-121224 MP,8001 CIRCUIT OF THE AMERICAS BLVD UNIT 812,Mechanical Permit,0,2025-11-18,
2025-147868 PP,1502 BRAES RIDGE DR,Plumbing Permit,0,2025-11-18,
2025-134693 MP,1117 ETERNITY TER,Mechanical Permit,0,2025-11-18,
2025-135966 MP,9304 HAMADRYAS DR,Mechanical Permit,0,2025-11-18,
2025-054585 EP,1301 WEBBERVILLE RD BLDG 1,Electrical Permit,0,2025-11-18,
2025-148155 BP,4904 WIND RIVER RD,Building Permit,1,2025-11-18,
2025-133942 EP,10900 RESEARCH BLVD SVRD SB UNIT C-150,Electrical Permit,0,2025-11-18,
2025-146073 EP,2608 TOWY RD,Electrical Permit,0,2025-11-18,
2025-143561 MP,1107 PEGGOTTY PL,Mechanical Permit,0,2025-11-18,
2025-146205 BP,2402 1/2 S CONGRESS AVE UNIT B,Building Permit,52000,2025-11-18,
2025-129124 BP,10452 DOC HOLLIDAY TRL BLDG B,Building Permit,1,2025-11-18,
2025-148173 PP,3401 WEBBERVILLE RD,Plumbing Permit,0,2025-11-18,
2025-138925 EP,7102 WOODFORD WAY,Electrical Permit,0,2025-11-18,
2025-083497 PP,11920 ALTERRA PKWY UNIT FL8,Plumbing Permit,0,2025-11-18,
2025-138685 MP,12901 STAYWELL WAY,Mechanical Permit,0,2025-11-18,
2025-147723 BP,2609 AMUR DR,Building Permit,14016,2025-11-18,
2024-111758 DS,6309 WALNUT HILLS DR BLDG 1,Driveway / Sidewalks,0,2025-11-18,
2025-098910 EP,7006 SIR GAWAIN DR,Electrical Permit,0,2025-11-18,
2025-140260 EP,14201 MOGANO DR,Electrical Permit,0,2025-11-18,
2025-146629 EP,9200 HAMADRYAS DR,Electrical Permit,0,2025-11-18,
2025-099710 MP,9504 WIGGY WAY,Mechanical Permit,0,2025-11-18,
2025-145754 PP,1513 CULLEN AVE,Plumbing Permit,0,2025-11-18,
2025-120773 BP,607 E 38TH ST,Building Permit,0,2025-11-18,
2025-130843 PP,2915 E CESAR CHAVEZ ST,Plumbing Permit,0,2025-11-18,
2025-136994 EP,2309 TOWER DR,Electrical Permit,0,2025-11-18,
2025-148263 MP,12345 N LAMAR BLVD BLDG 1 UNIT 125,Mechanical Permit,0,2025-11-18,
2025-147582 BP,5715 MESA DR,Building Permit,0,2025-11-18,
2017-027999 EP,13117 BAYFIELD DR,Electrical Permit,0,2025-11-18,
2025-147376 EP,8113 APPOMATTOX DR,Electrical Permit,0,2025-11-18,
2025-105519 EP,7600 BURNET RD UNIT 250,Electrical Permit,0,2025-11-18,
2025-073895 EP,1901 BERKELEY AVE,Electrical Permit,0,2025-11-18,
2025-148226 BP,3613 BLUESTEIN DR,Building Permit,1,2025-11-18,
2025-128659 EP,7300 ANAQUA DR,Electrical Permit,0,2025-11-18,
2025-146713 EP,6025 WILCAB RD BLDG 2 UNIT 700,Electrical Permit,0,2025-11-18,
2025-131849 BP,6834 WILLIAM WALLACE WAY,Building Permit,1,2025-11-18,
2025-130306 EP,1701 SIMOND AVE UNIT 107B,Electrical Permit,0,2025-11-18,
2025-148264 BP,12345 N LAMAR BLVD BLDG 1 UNIT 135,Building Permit,0,2025-11-18,
2024-155247 DS,4710 CLARKSON AVE,Driveway / Sidewalks,0,2025-11-18,
2025-142433 MP,1010 BRICKELL LOOP UNIT B,Mechanical Permit,0,2025-11-18,
2025-121803 EP,5902 RICKEY DR,Electrical Permit,0,2025-11-18,
2025-147858 PP,7104 BERKMAN DR,Plumbing Permit,0,2025-11-18,
2025-144938 PP,5701 WESTSLOPE DR UNIT 4,Plumbing Permit,0,2025-11-18,
2025-046548 MP,2810 ROCK TERRACE DR,Mechanical Permit,0,2025-11-18,
2025-135966 EP,9304 HAMADRYAS DR,Electrical Permit,0,2025-11-18,
2024-164907 MP,3500 TOM MILLER ST BLDG 1,Mechanical Permit,0,2025-11-18,
2024-165032 DS,3600 TOM MILLER ST BLDG 1,Driveway / Sidewalks,0,2025-11-18,
2022-184021 EP,910 TILLERY ST BLDG 1,Electrical Permit,0,2025-11-18,
2025-125739 PP,5403 CLAYMOOR DR,Plumbing Permit,0,2025-11-18,
2025-066833 MP,9209 NORTH DR,Mechanical Permit,0,2025-11-18,
2025-148449 BP,2909 SILVERLEAF DR,Building Permit,1,2025-11-18,
2025-147217 PP,4200 ROSEDALE AVE,Plumbing Permit,0,2025-11-18,
2025-134693 EP,1117 ETERNITY TER,Electrical Permit,0,2025-11-18,
2025-124558 MP,11015 CONCHOS CV,Mechanical Permit,0,2025-11-18,
2025-147353 BP,8700 SPARTA LN,Building Permit,1,2025-11-18,
2025-142432 MP,1010 BRICKELL LOOP UNIT A,Mechanical Permit,0,2025-11-18,
2025-147053 PP,1305 RIDGEHAVEN DR,Plumbing Permit,0,2025-11-18,
2025-147687 BP,11723 N FM 620 RD,Building Permit,280000,2025-11-18,
2025-147038 MP,6801 BECKETT RD UNIT 129L,Mechanical Permit,0,2025-11-18,
2025-142819 PP,5806 BULL CREEK RD,Plumbing Permit,0,2025-11-18,
2025-147830 BP,2816 E 22ND ST,Building Permit,1,2025-11-18,
2025-145383 PP,1124 CLAYTON LN,Plumbing Permit,0,2025-11-18,
2025-145472 PP,3524 GONZALES ST UNIT 1A,Plumbing Permit,0,2025-11-17,
2025-143194 EP,2218 RIVERVIEW ST,Electrical Permit,0,2025-11-17,
2025-135130 EP,4516 SETON CENTER PKWY UNIT FLR3,Electrical Permit,0,2025-11-17,
2025-146353 EP,14122 EDNA MAXINE WALK,Electrical Permit,0,2025-11-17,
2025-142287 EP,4205 AVENUE F,Electrical Permit,0,2025-11-17,
2025-145162 EP,6207 ARNOLD DR BLDG A,Electrical Permit,0,2025-11-17,
2025-135594 EP,10258 1/2 OLD LOCKHART RD UNIT TEMP6,Electrical Permit,0,2025-11-17,
2025-135596 EP,10258 1/2 OLD LOCKHART RD UNIT TEMP8,Electrical Permit,0,2025-11-17,
2025-145929 MP,1804 W 34TH ST,Mechanical Permit,0,2025-11-17,
2025-145694 EP,1813 VALLEJO ST,Electrical Permit,0,2025-11-17,
2025-146035 MP,12209 BROTEN ST,Mechanical Permit,0,2025-11-17,
2025-147252 BP,9111 CIRCUIT OF THE AMERICAS BLVD,Building Permit,100,2025-11-17,
2025-146447 BP,5115 1/2 BOLM RD UNIT C,Building Permit,25000,2025-11-17,
2025-146034 MP,11322 ALHAMBRA DR,Mechanical Permit,0,2025-11-17,
2025-145307 EP,1208 JUSTIN LN,Electrical Permit,0,2025-11-17,
2025-146643 EP,7102 LANGSTON DR,Electrical Permit,0,2025-11-17,
2025-097808 MP,5108 HARMON AVE UNIT A,Mechanical Permit,0,2025-11-17,
2025-138062 PP,5242 N LAMAR BLVD,Plumbing Permit,0,2025-11-17,
2025-143100 EP,2737 WEBBERVILLE RD BLDG 1,Electrical Permit,0,2025-11-17,
2025-147405 BP,3611 ARROWHEAD DR,Building Permit,1,2025-11-17,
2025-145578 PP,1309 BENTWOOD RD,Plumbing Permit,0,2025-11-17,
2025-147521 BP,2801 SAN JACINTO BLVD,Building Permit,0,2025-11-17,
2025-147039 PP,2809 ALSATIA DR,Plumbing Permit,0,2025-11-17,
2025-146020 MP,8805 CLEARBROOK TRL BLDG A,Mechanical Permit,0,2025-11-17,
2025-142373 DS,1904 SHARON LN,Driveway / Sidewalks,0,2025-11-17,
2025-145340 PP,2326 LAKEHURST DR,Plumbing Permit,0,2025-11-17,
2025-145969 PP,2013 VERBENA DR,Plumbing Permit,0,2025-11-17,
2025-145581 EP,4604 CRESTWAY DR,Electrical Permit,0,2025-11-17,
2025-147045 BP,6413 ADEN LN,Building Permit,0,2025-11-17,
2025-144509 PP,13021 LEGENDARY DR UNIT 318,Plumbing Permit,0,2025-11-17,
2023-100787 MP,6516 EAST HILL DR,Mechanical Permit,0,2025-11-17,
2025-146788 EP,2505 WOODMONT AVE,Electrical Permit,0,2025-11-17,
2025-146429 MP,8001 CIRCUIT OF THE AMERICAS BLVD UNIT 1511,Mechanical Permit,0,2025-11-17,
2025-145390 PP,1507 PARKWAY,Plumbing Permit,0,2025-11-17,
2025-135593 EP,10258 1/2 OLD LOCKHART RD UNIT TEMP5,Electrical Permit,0,2025-11-17,
2025-129889 PP,4702 SANTA ANNA ST,Plumbing Permit,0,2025-11-17,
2025-131837 EP,6312 ANTIGO LN,Electrical Permit,0,2025-11-17,
2025-140980 EP,7206 FOXTREE CV,Electrical Permit,0,2025-11-17,
2025-135865 EP,4516 SETON CENTER PKWY UNIT 350,Electrical Permit,0,2025-11-17,
2025-120786 PP,604 BRAZOS ST,Plumbing Permit,0,2025-11-17,
2025-119039 EP,4113 BALCONES WOODS DR,Electrical Permit,0,2025-11-17,
